Scientific Name,Common Name,Species ID,Link,Plant Type,Light Preference,Water Preference,Drought Tolerant?,Native to SG?,Fruit Bearing?,Fragrant Plant?,Maximum height,Flower Colour,Hazard,Attracted animals,Native habitat,Leaf Colour,Leaf Area Index,Growth rate,Trunk Texture,Trunk Colour,Leaf Texture,Maximum Height
Eupatorium squamosum D.Don,-,6747,https://www.nparks.gov.sg/florafaunaweb/flora/6/7/6747,Shrub,-,-,False,False,False,-,-,White,-,-,Terrestrial,Green,-,-,None,None,Green,-
Euphorbia × lomi,Giant Hybrid Crown-of-Thorns,6250,https://www.nparks.gov.sg/florafaunaweb/flora/6/2/6250,-,-,-,True,False,False,None,-,Pink,-,-,-,Green,-,-,None,None,Smooth,-
Euphorbia aeruginosa Schweick.,-,6127,https://www.nparks.gov.sg/florafaunaweb/flora/6/1/6127,Shrub,-,-,False,False,False,-,-,Yellow / Golden,-,-,Terrestrial (Desert / Semi-Desert),-,-,-,None,None,-
Euphorbia caerulescens Haw.,Sweet Noor Succulent,6850,https://www.nparks.gov.sg/florafaunaweb/flora/6/8/6850,-,-,-,False,False,False,None,-,-,-,-,-,-,-,-,None,None,-
Euphorbia coalcomanensis,Little Bird Plant,4160,https://www.nparks.gov.sg/florafaunaweb/flora/4/1/4160,Herbaceous Plant,-,-,True,False,False,-,-,"Cream / Off-White, Green, Pink, Red",-,-,Terrestrial,"Green, Green",-,Fast to Moderate,None,None,Leathery,-
Euphorbia cotinifolia,Caribbean Copper Plant,2001,https://www.nparks.gov.sg/florafaunaweb/flora/2/0/2001,"Shrub, Tree",-,-,False,False,False,-,-,"Cream / Off-White, Yellow / Golden",-,-,-,Red,4.5 (Shrub & Groundcover - Dicot),Moderate,-,-,Smooth,-
Euphorbia cultivar,-,6855,https://www.nparks.gov.sg/florafaunaweb/flora/6/8/6855,Herbaceous Plant,-,-,False,False,False,-,-,-,-,-,-,-,-,-,None,None,-
Euphorbia cylindrifolia Marn.-Lap. & Rauh,-,6816,https://www.nparks.gov.sg/florafaunaweb/flora/6/8/6816,-,-,-,False,False,False,None,-,-,-,-,Terrestrial,-,-,-,None,None,-
Euphorbia decidua P.R.O.Bally & L.C.Leach,-,8829,https://www.nparks.gov.sg/florafaunaweb/flora/8/8/8829,Herbaceous Plant,-,-,False,False,False,-,-,"Green - Light Green, Red",-,-,Terrestrial (Desert / Semi-Desert),Green,-,-,None,None,Smooth,-
Euphorbia flanaganii N.E.Br.,Medusa Head,6137,https://www.nparks.gov.sg/florafaunaweb/flora/6/1/6137,-,-,-,True,False,False,None,-,Yellow / Golden,-,-,Terrestrial,-,-,Fast,None,None,-
Euphorbia francoisii Leandri,-,6854,https://www.nparks.gov.sg/florafaunaweb/flora/6/8/6854,-,-,-,False,False,False,None,-,-,-,-,-,-,-,-,None,None,-
Euphorbia geroldii,Thornless Euphorbia,4905,https://www.nparks.gov.sg/florafaunaweb/flora/4/9/4905,-,-,-,True,False,False,None,-,Red,-,-,Terrestrial,Green,-,-,None,None,"Smooth, Thick",-
Euphorbia grandicornis Blanc,Cow's Horn Euphorbia,6332,https://www.nparks.gov.sg/florafaunaweb/flora/6/3/6332,-,-,-,True,False,False,None,-,Yellow / Golden,-,-,Terrestrial (Desert / Semi-Desert),Green,-,-,None,None,Green,-
Euphorbia hirta L.,Hairy Spurge,5211,https://www.nparks.gov.sg/florafaunaweb/flora/5/2/5211,Herbaceous Plant,-,-,False,False,False,-,-,"Purple, White",-,-,Terrestrial,Green,4.5 (Shrub & Groundcover - Dicot),Fast,None,None,"Smooth, Glossy / Shiny",-
Euphorbia horrida Boiss.,African Milk Barrel,6227,https://www.nparks.gov.sg/florafaunaweb/flora/6/2/6227,Shrub,-,-,True,False,False,-,-,"Green, Yellow / Golden",-,-,Terrestrial,-,-,-,None,None,-
Euphorbia hybrid (large-flowered/ 'Supergrandiflora' series),-,6876,https://www.nparks.gov.sg/florafaunaweb/flora/6/8/6876,-,-,-,False,False,False,None,-,-,-,-,-,-,-,-,None,None,-
Euphorbia hypericifolia L.,Graceful Spurge,6624,https://www.nparks.gov.sg/florafaunaweb/flora/6/6/6624,Herbaceous Plant,-,-,False,False,False,-,-,-,-,-,Terrestrial,Green,-,-,None,None,Green,-
Euphorbia lactea 'Cristata',Elkhorn,2004,https://www.nparks.gov.sg/florafaunaweb/flora/2/0/2004,Herbaceous Plant,-,-,True,False,False,-,-,-,-,-,-,4.5 (Shrub & Groundcover - Dicot),-,-,None,None,-
Euphorbia lactea 'Cristata Variegata',Variegated Elkhorn,3450,https://www.nparks.gov.sg/florafaunaweb/flora/3/4/3450,Herbaceous Plant,-,-,True,False,False,-,-,-,-,-,-,4.5 (Shrub & Groundcover - Dicot),-,Slow,None,None,-
Euphorbia lactea 'White Ghost',-,6340,https://www.nparks.gov.sg/florafaunaweb/flora/6/3/6340,-,-,-,True,False,False,None,-,-,-,-,-,-,-,-,None,None,-
Euphorbia meloformis Aiton,Melon Spurge,6128,https://www.nparks.gov.sg/florafaunaweb/flora/6/1/6128,Shrub,-,-,False,False,False,-,-,-,-,-,Terrestrial (Desert / Semi-Desert),-,-,-,None,None,-
Euphorbia milii,Crown of Thorns,2005,https://www.nparks.gov.sg/florafaunaweb/flora/2/0/2005,Herbaceous Plant,-,-,True,False,False,-,-,"Pink, Red, Yellow / Golden",-,-,-,Green,4.5 (Shrub & Groundcover - Dicot),-,None,None,Thin,-
Euphorbia milii (dwarf),Dwarf Crown of Thorns,6887,https://www.nparks.gov.sg/florafaunaweb/flora/6/8/6887,-,-,-,False,False,False,None,-,-,-,-,-,-,-,-,None,None,-
Euphorbia milii (variegated),Variegated Crown of Thorns,6883,https://www.nparks.gov.sg/florafaunaweb/flora/6/8/6883,-,-,-,False,False,False,None,-,-,-,-,-,-,-,-,None,None,-
Euphorbia neriifolia,Indian Spurge Tree,2006,https://www.nparks.gov.sg/florafaunaweb/flora/2/0/2006,Shrub,-,-,True,False,False,-,-,-,-,-,Terrestrial,Green,4.5 (Shrub & Groundcover - Dicot),-,None,None,Smooth,-
Euphorbia neriifolia 'Cristata',Crested Oleander Cactus,6864,https://www.nparks.gov.sg/florafaunaweb/flora/6/8/6864,-,-,-,True,False,False,None,-,-,-,-,-,Green,-,-,None,None,Green,-
Euphorbia obesa Hook.f.,-,5902,https://www.nparks.gov.sg/florafaunaweb/flora/5/9/5902,Shrub,-,-,False,False,False,-,-,-,-,-,Terrestrial (Desert / Semi-Desert),-,-,-,None,None,-
Euphorbia platyclada,-,6888,https://www.nparks.gov.sg/florafaunaweb/flora/6/8/6888,-,-,-,False,False,False,None,-,-,-,-,-,-,-,-,None,None,-
Euphorbia pulcherrima Willd. ex Klotzsch,Poinsettia,2007,https://www.nparks.gov.sg/florafaunaweb/flora/2/0/2007,Shrub,-,-,False,False,False,-,-,Yellow / Golden,-,-,Terrestrial,Green,4.5 (Shrub & Groundcover - Dicot),-,None,None,Green,-
Euphorbia ritchiei (P.R.O.Bally) Bruyns,-,8639,https://www.nparks.gov.sg/florafaunaweb/flora/8/6/8639,-,-,-,False,False,False,None,-,-,-,-,Terrestrial (Inland Cliff),Green,-,-,None,None,Smooth,-
Euphorbia ritchiei (variegated),-,7407,https://www.nparks.gov.sg/florafaunaweb/flora/7/4/7407,-,-,-,False,False,False,None,-,Pink,-,-,-,"Green, Brown",-,-,None,None,Smooth,-
Euphorbia schubei (Pax) N.E.Br.,-,6941,https://www.nparks.gov.sg/florafaunaweb/flora/6/9/6941,Herbaceous Plant,-,-,False,False,False,-,-,-,-,-,-,-,-,-,None,None,-
Euphorbia sp. (cristate form),-,6889,https://www.nparks.gov.sg/florafaunaweb/flora/6/8/6889,-,-,-,False,False,False,None,-,-,-,-,-,-,-,-,None,None,-
Euphorbia stenoclada,Silver Thicket,6890,https://www.nparks.gov.sg/florafaunaweb/flora/6/8/6890,-,-,-,False,False,False,None,-,-,-,-,-,-,-,-,None,None,-
Euphorbia susannae,-,7349,https://www.nparks.gov.sg/florafaunaweb/flora/7/3/7349,-,-,-,False,False,False,None,-,-,-,-,-,-,-,-,None,None,-
Euphorbia tirucalli L.,African Milkbush,2008,https://www.nparks.gov.sg/florafaunaweb/flora/2/0/2008,Shrub,-,-,True,False,False,-,-,Yellow / Golden,-,-,Terrestrial,Green,4.5 (Shrub & Groundcover - Dicot),-,None,None,Green,-
Euphorbia tithymaloides L.,Zigzag Plant,2307,https://www.nparks.gov.sg/florafaunaweb/flora/2/3/2307,"Herbaceous Plant, Shrub",-,-,True,False,False,-,-,Red,-,-,-,Green,4.5 (Shrub & Groundcover - Dicot),Fast to Moderate,None,None,"Smooth, Thick",-
Euphorbia tithymaloides subsp. smallii 'Albino',Zigzag Plant,2308,https://www.nparks.gov.sg/florafaunaweb/flora/2/3/2308,"Creeper, Herbaceous Plant, Shrub",-,-,True,False,False,-,-,-,-,-,-,"Green, White, Yellow / Golden",4.5 (Shrub & Groundcover - Dicot),-,None,None,"Smooth, Glossy / Shiny, Thick",-
Euphorbia tithymaloides subsp. smallii cultivars,-,8460,https://www.nparks.gov.sg/florafaunaweb/flora/8/4/8460,-,-,-,True,False,False,None,-,-,-,Bird-Attracting,-,-,-,Fast to Moderate,None,None,"Leathery, Thick",-
Euphorbia tithymaloides subsp. smallii 'Embraceable You',Seashell Devil's Backbone,3755,https://www.nparks.gov.sg/florafaunaweb/flora/3/7/3755,Shrub,-,-,True,False,False,-,-,-,-,-,-,"Green, Silver / Grey, White",-,Slow,None,None,"Glossy / Shiny, Thick, Crinkled / Twisted",-
Euphorbia tithymaloides subsp. smallii 'Nanus',Small's Redbird Flower,2309,https://www.nparks.gov.sg/florafaunaweb/flora/2/3/2309,"Creeper, Herbaceous Plant",-,-,True,False,False,-,-,Red,-,-,-,Green - Light Green,4.5 (Shrub & Groundcover - Dicot),Slow,None,None,"Smooth, Glossy / Shiny, Thick",-
Euphorbia tithymaloides subsp. smallii 'Variegatus',Variegated Zigzag Plant,2310,https://www.nparks.gov.sg/florafaunaweb/flora/2/3/2310,"Herbaceous Plant, Creeper, Shrub",-,-,True,False,False,-,-,Red,-,-,-,"Green, Pink, Red, Yellow / Golden",4.5 (Shrub & Groundcover - Dicot),-,None,None,"Smooth, Glossy / Shiny, Thick",-
Euphorbia trigona Mill.,African Milk Tree,6863,https://www.nparks.gov.sg/florafaunaweb/flora/6/8/6863,-,-,-,True,False,False,None,-,-,-,-,-,-,-,-,None,None,-
Euphorbia trigona 'Royal Red',-,6517,https://www.nparks.gov.sg/florafaunaweb/flora/6/5/6517,-,-,-,True,False,False,None,-,-,-,-,-,Red,-,-,None,None,Smooth,-
Eurycoma longifolia Jack,Tongkat Ali,2890,https://www.nparks.gov.sg/florafaunaweb/flora/2/8/2890,Tree,-,-,False,True,False,None,-,Red,-,-,"Terrestrial (Mountain), Shoreline (Coastal Cliff, Sandy Beach)",Green,2.5 (Tree - Open Canopy),Moderate,-,-,Leathery,-
Euryops pectinatus 'Viridis',African Daisy,8201,https://www.nparks.gov.sg/florafaunaweb/flora/8/2/8201,Shrub,-,-,True,False,False,-,-,Yellow / Golden,-,Butterfly-Attracting,-,"Green, Green",-,Fast,None,None,Smooth,-
Eusideroxylon zwageri Teijsm. & Binn.,Borneo Ironwood,2891,https://www.nparks.gov.sg/florafaunaweb/flora/2/8/2891,Tree,-,-,False,False,False,None,-,-,-,-,Terrestrial,"Green, Red",3.0 (Tree - Intermediate Canopy),Moderate,-,-,"Green, Red",-
Euterpe catinga Wallace,-,8847,https://www.nparks.gov.sg/florafaunaweb/flora/8/8/8847,Palm,-,-,False,False,False,None,-,-,-,-,Terrestrial,-,-,Moderate,-,-,-
Euterpe edulis,Assai Palm,2627,https://www.nparks.gov.sg/florafaunaweb/flora/2/6/2627,Palm,-,-,False,False,False,None,-,Cream / Off-White,-,-,-,Green,4.0 (Palm - Cluster),Moderate,-,-,Green,-
Euterpe oleracea,Assai Palm,2628,https://www.nparks.gov.sg/florafaunaweb/flora/2/6/2628,Palm,-,-,False,False,False,None,-,Cream / Off-White,-,-,-,Green,4.0 (Palm - Cluster),Moderate,-,-,Green,-
Evodiella muelleri,Little Evodia,2892,https://www.nparks.gov.sg/florafaunaweb/flora/2/8/2892,Tree,-,-,False,False,False,None,-,Pink,-,-,-,Green,3.0 (Tree - Intermediate Canopy),Moderate,-,-,Green,-
Evolvulus glomeratus 'Alba',-,8535,https://www.nparks.gov.sg/florafaunaweb/flora/8/5/8535,Herbaceous Plant,-,-,False,False,False,-,-,White,-,-,Terrestrial,Green - Bluish Green,-,Fast,None,None,Velvety / Furry / Tomentose,-
Evolvulus glomeratus Nees & Mart.,Blue Daze,2009,https://www.nparks.gov.sg/florafaunaweb/flora/2/0/2009,"Creeper, Herbaceous Plant, Shrub",-,-,False,False,False,-,-,Blue,-,-,Terrestrial,"Green, Green",4.5 (Shrub & Groundcover - Dicot),-,None,None,Velvety / Furry / Tomentose,-
Exacum affine,Persian Violet,4091,https://www.nparks.gov.sg/florafaunaweb/flora/4/0/4091,Herbaceous Plant,-,-,False,False,False,True,-,"Blue, Purple",-,-,Terrestrial,Green,-,-,None,None,Glossy / Shiny,-
Excoecaria agallocha L.,Blind-Your-Eyes,2893,https://www.nparks.gov.sg/florafaunaweb/flora/2/8/2893,"Shrub, Tree",-,-,False,True,False,True,-,Yellow / Golden,-,Caterpillar Moth Food Plant,Shoreline (Mangrove Forest),"Green, Pink",3.0 (Tree - Intermediate Canopy),Moderate,-,-,Old leaf turn bright red.,-
Excoecaria cochinchinensis,Chinese Croton,2010,https://www.nparks.gov.sg/florafaunaweb/flora/2/0/2010,Shrub,-,-,False,False,False,-,-,Green,-,-,Terrestrial,"Green, Purple, Red",4.5 (Shrub & Groundcover - Dicot),-,None,None,"Glossy / Shiny, Papery, Rough",-
Excoecaria cochinchinensis Lour. 'Firestorm',Chinese Croton,2011,https://www.nparks.gov.sg/florafaunaweb/flora/2/0/2011,Shrub,-,-,False,False,False,-,-,-,-,-,Terrestrial,"Green, White, Purple",4.5 (Shrub & Groundcover - Dicot),-,None,None,"Green, White, Purple",-
Fagraea auriculata Jack,Pelir Musang,2012,https://www.nparks.gov.sg/florafaunaweb/flora/2/0/2012,"Epiphyte, Shrub, Tree",-,-,True,True,False,True,-,"Cream / Off-White, White, Yellow / Golden",-,Bird-Attracting,"Terrestrial (Coastal Forest), Shoreline (Coastal Cliff)",Green,3.0 (Tree - Intermediate Canopy),Slow,-,-,"Leathery, Thick",-
Fagraea ceilanica (variegated),-,7647,https://www.nparks.gov.sg/florafaunaweb/flora/7/6/7647,"Shrub, Tree",-,-,True,False,False,-,-,-,-,-,Terrestrial,"Green, Yellow / Golden, Green, Yellow / Golden",-,-,-,-,Leathery,-
Fagraea ceilanica Thunb.,Perfume Flower Tree,8532,https://www.nparks.gov.sg/florafaunaweb/flora/8/5/8532,"Shrub, Tree",-,-,False,False,False,True,-,White,-,-,Terrestrial,Green,-,Moderate,-,-,"Glossy / Shiny, Thick, Smooth",-
Fagraea splendens Blume,-,7259,https://www.nparks.gov.sg/florafaunaweb/flora/7/2/7259,"Epiphyte, Shrub",-,-,False,True,False,-,-,"Cream / Off-White, Yellow / Golden",-,-,Terrestrial,Green,-,-,None,None,Leathery,-
Falcataria falcata (L.) Greuter & R.Rankin,Albizia,5620,https://www.nparks.gov.sg/florafaunaweb/flora/5/6/5620,Tree,-,-,False,False,False,None,-,White,-,Butterfly Host Plant,Terrestrial (Secondary Rainforest),Green,2.5 (Tree - Open Canopy),Fast to Moderate,-,-,"Smooth, Thin",-
Fatsia japonica,Fatsi,2013,https://www.nparks.gov.sg/florafaunaweb/flora/2/0/2013,Shrub,-,-,False,False,False,-,-,-,-,-,-,Green,4.5 (Shrub & Groundcover - Dicot),-,None,None,Green,-
Fatsia japonica 'Spider's Web',-,6111,https://www.nparks.gov.sg/florafaunaweb/flora/6/1/6111,Shrub,-,-,False,False,False,-,-,-,-,-,Terrestrial,"Green, Green - Light Green, White",-,Moderate,None,None,Leathery,-
Faucaria felina (L.) Schwantes,Tiger's Jaws,5905,https://www.nparks.gov.sg/florafaunaweb/flora/5/9/5905,Shrub,-,-,True,False,False,-,-,Yellow / Golden,-,-,Terrestrial,Green,-,-,None,None,"Rough, Thick",-
Fenestraria rhopalophylla N.E. Br.,-,8088,https://www.nparks.gov.sg/florafaunaweb/flora/8/0/8088,-,-,-,True,False,False,None,-,Yellow / Golden,-,-,Terrestrial,"Green, Green",-,-,None,None,"Smooth, Thick",-
Ferocactus glaucescens (DC.) Britton & Rose,Glaucous Barrel Cactus,6242,https://www.nparks.gov.sg/florafaunaweb/flora/6/2/6242,Shrub,-,-,False,False,False,-,-,Yellow / Golden,-,-,Terrestrial,-,-,-,None,None,-
Ferocactus gracilis (H. E. Gates) N. P. Taylor subsp. coloratus,Fire Barrel Cactus,6328,https://www.nparks.gov.sg/florafaunaweb/flora/6/3/6328,-,-,-,True,False,False,None,-,Yellow / Golden,-,-,Terrestrial,-,-,-,None,None,-
Ferocactus herrerae Ort.,Fish-hook Barrel Cactus,6228,https://www.nparks.gov.sg/florafaunaweb/flora/6/2/6228,Shrub,-,-,True,False,False,-,-,"Red, Yellow / Golden",-,-,Terrestrial (Desert / Semi-Desert),-,-,-,None,None,-
Ferocactus peninsulae (Weber) Britton et Rose,-,6239,https://www.nparks.gov.sg/florafaunaweb/flora/6/2/6239,Shrub,-,-,True,False,False,-,-,"Orange, Red, Yellow / Golden",-,-,Terrestrial (Desert / Semi-Desert),-,-,-,None,None,-
Ferocactus pottsii (Salm-Dyck) Backeb.,Biznaga,6234,https://www.nparks.gov.sg/florafaunaweb/flora/6/2/6234,Shrub,-,-,True,False,False,-,-,Yellow / Golden,-,-,Terrestrial (Desert / Semi-Desert),-,-,-,None,None,-
Fibraurea tinctoria Lour.,Akar Badi,1401,https://www.nparks.gov.sg/florafaunaweb/flora/1/4/1401,Climber,-,-,False,True,False,-,-,"Cream / Off-White, White, Yellow / Golden",-,-,"Terrestrial (Primary Rainforest, Secondary Rainforest, Coastal Forest, Freshwater Swamp Forest)",Green,-,Fast to Moderate,None,None,Leathery,-
Ficus apiocarpa (Miq.) Miq.,Ara akar,5577,https://www.nparks.gov.sg/florafaunaweb/flora/5/5/5577,Climber,-,-,False,True,False,-,-,-,-,"Bird-Attracting (Fruits), Caterpillar Moth Food Plant (Leaves)","Terrestrial (Primary Rainforest, Secondary Rainforest, Freshwater Swamp Forest)","Green, Red",-,-,None,None,Leathery,-
Ficus aurata (Miq.) Miq.,Yellow Hairy Fig,5960,https://www.nparks.gov.sg/florafaunaweb/flora/5/9/5960,"Shrub, Tree",-,-,False,True,False,-,-,-,-,Bird-Attracting,"Terrestrial (Primary Rainforest, Mountain, Secondary Rainforest, Disturbed Area / Open Ground)",Green,-,Moderate,-,-,"Hairy / Hirsute, Papery, Leathery, Thin",-
Ficus auriculata Lour.,Broad-leaf Fig,2897,https://www.nparks.gov.sg/florafaunaweb/flora/2/8/2897,Tree,-,-,True,False,False,True,-,Cream / Off-White,-,-,Terrestrial (Riverine),"Green, Red",3.0 (Tree - Intermediate Canopy),Moderate,-,-,"Velvety / Furry / Tomentose, Hairy / Hirsute, Raised / Sunken Veins, Thin",-
Ficus barteri Sprague,-,2898,https://www.nparks.gov.sg/florafaunaweb/flora/2/8/2898,"Epiphyte, Lithophyte, Tree",-,-,False,False,False,-,-,-,-,-,Terrestrial,Green,3.0 (Tree - Intermediate Canopy),Moderate,-,-,"Smooth, Leathery",-
Ficus benghalensis (Yellow Variegated Leaf),-,2900,https://www.nparks.gov.sg/florafaunaweb/flora/2/9/2900,Tree,-,-,False,False,False,None,-,-,-,-,-,"Green, Yellow / Golden",3.0 (Tree - Intermediate Canopy),Moderate,-,-,"Green, Yellow / Golden",-
Ficus benghalensis L.,Indian Banyan,2899,https://www.nparks.gov.sg/florafaunaweb/flora/2/8/2899,Tree,-,-,True,False,False,None,-,-,-,Bird-Attracting (Fruits),Terrestrial,Green,3.0 (Tree - Intermediate Canopy),Moderate,-,-,Leathery,-
Ficus benjamina L.,Weeping Fig,2902,https://www.nparks.gov.sg/florafaunaweb/flora/2/9/2902,"Shrub, Tree",-,-,False,False,False,-,-,Cream / Off-White,-,Bird-Attracting,"Terrestrial (Primary Rainforest, Secondary Rainforest, Monsoon Forest)",Green,3.0 (Tree - Intermediate Canopy),"Fast, Moderate",-,-,"Smooth, Glossy / Shiny, Leathery",-
Ficus benjamina 'Variegated White',-,2903,https://www.nparks.gov.sg/florafaunaweb/flora/2/9/2903,Tree,-,-,False,False,False,None,-,-,-,-,-,"Green, White, Cream / Off-White",3.0 (Tree - Intermediate Canopy),Moderate,-,-,"Smooth, Glossy / Shiny",-
Ficus binnendijkii (Miq.) Miq.,-,5592,https://www.nparks.gov.sg/florafaunaweb/flora/5/5/5592,Tree,-,-,False,True,False,None,-,-,-,Bird-Attracting (Fruits),"Terrestrial (Primary Rainforest, Freshwater Swamp Forest)",Green,-,Moderate,-,-,Leathery,-
Ficus carica L.,Common Fig,4167,https://www.nparks.gov.sg/florafaunaweb/flora/4/1/4167,"Shrub, Tree",-,-,True,False,False,-,-,White,-,-,Terrestrial,Green,-,Moderate,-,-,"Hairy / Hirsute, Leathery, Thick",-
Ficus carica 'Taiwan Golden Fig',-,8047,https://www.nparks.gov.sg/florafaunaweb/flora/8/0/8047,Shrub,-,-,False,False,False,-,-,-,-,Bird-Attracting,-,-,-,Moderate,None,None,-
Ficus caulocarpa (Miq.) Miq.,Stem-fruited Fig,4173,https://www.nparks.gov.sg/florafaunaweb/flora/4/1/4173,Tree,-,-,False,True,False,None,-,-,-,"Bird-Attracting, Caterpillar Moth Food Plant",Terrestrial,Green,-,Moderate,-,-,"Leathery, Thin",-
Ficus celebensis,Weeping Fig,2904,https://www.nparks.gov.sg/florafaunaweb/flora/2/9/2904,Tree,-,-,False,False,False,None,-,-,-,-,Terrestrial,Green,3.0 (Tree - Intermediate Canopy),Moderate,-,-,Leathery,-
Ficus chartacea (Wall. ex Kurz) Wall. ex King,纸叶榕,8059,https://www.nparks.gov.sg/florafaunaweb/flora/8/0/8059,"Shrub, Tree",-,-,False,True,False,-,-,-,-,-,Terrestrial,Green,-,Moderate,-,-,Papery,-
Ficus consociata Blume,Brown-Scurfy Fig,1402,https://www.nparks.gov.sg/florafaunaweb/flora/1/4/1402,"Climber, Tree",-,-,False,True,False,-,-,-,-,"Bird-Attracting, Caterpillar Moth Food Plant","Terrestrial (Primary Rainforest, Secondary Rainforest, Monsoon Forest, Coastal Forest, Freshwater Swamp Forest, Riverine)","Green, Green - Light Green",-,Moderate,-,-,"Velvety / Furry / Tomentose, Leathery",-
Ficus crassiramea (Miq.) Miq. subsp. crassiramea,Collared Fig,4176,https://www.nparks.gov.sg/florafaunaweb/flora/4/1/4176,Tree,-,-,False,True,False,None,-,-,-,"Bird-Attracting (Fruits), Caterpillar Moth Food Plant","Terrestrial (Primary Rainforest, Secondary Rainforest, Coastal Forest)",Green,-,Moderate,-,-,Leathery,-
Ficus dammaropsis (Warb.) Diels,-,7261,https://www.nparks.gov.sg/florafaunaweb/flora/7/2/7261,Tree,-,-,False,False,False,None,-,-,-,-,Terrestrial,Green,-,Moderate,-,-,Green,-
Ficus delosyce Corner,-,7777,https://www.nparks.gov.sg/florafaunaweb/flora/7/7/7777,Tree,-,-,False,True,False,None,-,-,-,-,Terrestrial,Green,-,Moderate,-,-,Leathery,-
Ficus deltoidea (Golden Form),Golden Mistletoe Fig,7503,https://www.nparks.gov.sg/florafaunaweb/flora/7/5/7503,Shrub,-,-,True,False,False,-,-,-,-,-,-,Yellow / Golden,-,Moderate,None,None,"Leathery, Thick",-
Ficus deltoidea (variegated),-,8838,https://www.nparks.gov.sg/florafaunaweb/flora/8/8/8838,Shrub,-,-,False,False,False,-,-,-,-,-,Terrestrial,"Green - Light Green, Green - Light Green",-,Moderate,None,None,Leathery,-
Ficus deltoidea Jack,Mistletoe Fig,2014,https://www.nparks.gov.sg/florafaunaweb/flora/2/0/2014,Shrub,-,-,True,True,False,-,-,-,-,"Caterpillar Moth Food Plant, Bird-Attracting (Fruits)",-,"Green, Yellow / Golden",4.5 (Shrub & Groundcover - Dicot),Moderate,None,None,"Smooth, Leathery, Thick",-
Ficus destruens F.Muell. ex C.T.White,Rusty Fig,2905,https://www.nparks.gov.sg/florafaunaweb/flora/2/9/2905,Tree,-,-,False,False,False,None,-,-,-,-,Terrestrial,"Green, Brown",3.0 (Tree - Intermediate Canopy),Moderate,-,-,Hairy / Hirsute,-
Ficus drupacea Thunb.,Brown Woolly Fig,8138,https://www.nparks.gov.sg/florafaunaweb/flora/8/1/8138,"Epiphyte, Tree",-,-,False,False,False,-,-,-,-,Bird-Attracting,Terrestrial,Green,-,Moderate,-,-,Leathery,-
Ficus elastica (cultivar),-,2908,https://www.nparks.gov.sg/florafaunaweb/flora/2/9/2908,Tree,-,-,False,False,False,None,-,-,-,-,-,"Green, Silver / Grey",3.0 (Tree - Intermediate Canopy),Moderate,-,-,"Green, Silver / Grey",-
Ficus elastica 'Black Burgundy',Indian Rubber Tree,2907,https://www.nparks.gov.sg/florafaunaweb/flora/2/9/2907,Tree,-,-,False,False,False,None,-,-,-,-,-,"Green, Purple, Red",3.0 (Tree - Intermediate Canopy),Moderate,-,-,Smooth,-
Ficus elastica Roxb. ex Hornem.,Indian Rubber Tree,2906,https://www.nparks.gov.sg/florafaunaweb/flora/2/9/2906,Tree,-,-,True,False,False,None,-,-,-,Bird-Attracting,Terrestrial,Green,3.0 (Tree - Intermediate Canopy),Moderate,-,-,"Glossy / Shiny, Leathery",-
Ficus fistulosa Reinw. ex Blume,Common Yellow Stem-Fig,4181,https://www.nparks.gov.sg/florafaunaweb/flora/4/1/4181,Tree,-,-,True,True,False,None,-,-,-,Bat Food,"Terrestrial (Primary Rainforest, Mountain, Secondary Rainforest, Freshwater Swamp Forest, Riverine, Disturbed Area / Open Ground)",Green,-,Moderate,-,-,Leathery,-
Ficus glandulifera (Wall. ex Miq.) King,Gaping fig,8060,https://www.nparks.gov.sg/florafaunaweb/flora/8/0/8060,Tree,-,-,False,True,False,None,-,-,-,-,Terrestrial,-,-,Moderate,-,-,-
Ficus globosa Blume,Ara akar,4182,https://www.nparks.gov.sg/florafaunaweb/flora/4/1/4182,"Climber, Shrub",-,-,False,True,False,-,-,-,-,"Bird-Attracting (Fruits), Caterpillar Moth Food Plant",Terrestrial,-,-,Moderate,None,None,-
Ficus grossularioides Burm.f,Ara putih,2909,https://www.nparks.gov.sg/florafaunaweb/flora/2/9/2909,"Shrub, Tree",-,-,False,True,False,-,-,-,-,"Bird-Attracting, Butterfly Host Plant, Caterpillar Moth Food Plant, Bat Food","Terrestrial (Primary Rainforest, Secondary Rainforest, Freshwater Swamp Forest, Grassland / Savannah/ Scrubland, Disturbed Area / Open Ground)","Green, White",3.0 (Tree - Intermediate Canopy),Moderate,-,-,"Papery, Leathery",-
Ficus heteropleura Blume,Sandy-Leafed Fig,4183,https://www.nparks.gov.sg/florafaunaweb/flora/4/1/4183,"Shrub, Tree",-,-,False,True,False,-,-,-,-,"Bird-Attracting (Fruits), Butterfly Host Plant (Leaves)","Terrestrial (Primary Rainforest, Mountain, Secondary Rainforest, Monsoon Forest, Freshwater Swamp Forest)",Green,-,Moderate,-,-,"Leathery, Rough",-
Ficus hispida L.f.,-,8062,https://www.nparks.gov.sg/florafaunaweb/flora/8/0/8062,Tree,-,-,False,False,False,None,-,-,-,-,Terrestrial,Green,-,Fast to Moderate,-,-,Papery,-
