Scientific Name,Common Name,Species ID,Link,Plant Type,Light Preference,Water Preference,Drought Tolerant?,Native to SG?,Fruit Bearing?,Fragrant Plant?,Maximum Height,Flower Colour,Hazard,Attracted Animals,Native habitat,Mature Leaf Colour,Young Flush Leaf Colour,Leaf Area Index,Growth Rate,Trunk Texture,Trunk Colour,Leaf Texture
Lantana camara 'Samantha',Lemon Swirl,2179,https://www.nparks.gov.sg/florafaunaweb/flora/2/1/2179,Shrub,Full Sun,Moderate Water,True,False,False,True,0.5,Yellow / Golden,-,Butterfly-Attracting,Terrestrial,"Green, Yellow / Golden",-,-,Fast,None,None,Coarse
Lantana camara 'Spreading Sunset',-,2183,https://www.nparks.gov.sg/florafaunaweb/flora/2/1/2183,Herbaceous Plant,Full Sun,Moderate Water,True,False,False,True,0.9,"Orange, Pink, Red",Toxic Upon Ingestion,Butterfly-Attracting,-,Green,-,4.5 (Shrub & Groundcover - Dicot),Moderate,None,None,Coarse
Lantana camara 'Sundancer',-,2184,https://www.nparks.gov.sg/florafaunaweb/flora/2/1/2184,Herbaceous Plant,Full Sun,Moderate Water,True,False,False,True,0.6,Yellow / Golden,-,Butterfly-Attracting,Terrestrial,Green,Green,4.5 (Shrub & Groundcover - Dicot),Fast,None,None,Coarse
Lantana montevidensis,Trailing Lantana,2185,https://www.nparks.gov.sg/florafaunaweb/flora/2/1/2185,Shrub,Full Sun,Moderate Water,True,False,False,True,0.5,Purple,Toxic Upon Ingestion,Butterfly-Attracting (Flower Nectar),Terrestrial,Green,Green,4.5 (Shrub & Groundcover - Dicot),Fast,None,None,Fine
Lantana trifolia L.,Shrub Verbena,5848,https://www.nparks.gov.sg/florafaunaweb/flora/5/8/5848,Shrub,Full Sun,Moderate Water,True,False,False,False,-,"Pink, Purple",-,Butterfly-Attracting (Flower Nectar),Terrestrial,Green,Green,-,Fast,None,None,Coarse
Lasia spinosa (L.) Thw.,Geli-geli,2186,https://www.nparks.gov.sg/florafaunaweb/flora/2/1/2186,Shrub,"Full Sun, Semi Shade",Lots of Water,False,True,True,False,1.5,"Cream / Off-White, Green, Purple",-,-,"Terrestrial (Primary Rainforest, Freshwater Swamp Forest, Riverine), Aquatic (Freshwater Pond / Lake / River)",Green,-,3.5 (Shrub & Groundcover - Monocot),-,None,None,Coarse
Lasianthus attenuatus Jack var. attenuatus,-,5118,https://www.nparks.gov.sg/florafaunaweb/flora/5/1/5118,Shrub,Semi Shade,Moderate Water,False,True,False,False,2,White,-,-,Terrestrial,-,-,-,Fast,None,None,Medium
Latania loddigesii Mart.,Blue Latan Palm,2636,https://www.nparks.gov.sg/florafaunaweb/flora/2/6/2636,Palm,Full Sun,Moderate Water,False,False,False,False,15.0,-,-,-,Terrestrial,Green,-,2.5 (Palm - Solitary),Moderate,-,-,None
Latania lontaroides,Red Latan Palm,5100,https://www.nparks.gov.sg/florafaunaweb/flora/5/1/5100,Palm,Full Sun,Moderate Water,False,False,False,False,-,Yellow / Golden,-,-,Terrestrial,Green,Red,2.5 (Palm - Solitary),Moderate,"Smooth, Hooped / Ringed",Swollen base. Smooth and woody. Lightly ringed by the scars from the fallen fronds.,None
Latania verschaffeltii,Yellow Latan Palm,2638,https://www.nparks.gov.sg/florafaunaweb/flora/2/6/2638,Palm,Full Sun,Moderate Water,False,False,False,False,11.0,"Male inflorescence is about 1.2 – 2.4 m long with 5 – 10 branches, usually 1 – 3 spikes on each branch, while the female inflorescence is about 0.9 – 1.5 m long with 1 – 4 branches, usually with 1 spike on each branch.",-,-,Terrestrial,"Green, Silver / Grey",-,2.5 (Palm - Solitary),Moderate,-,-,None
Laurus nobilis L.,Sweet Bay,4369,https://www.nparks.gov.sg/florafaunaweb/flora/4/3/4369,Tree,Full Sun,Moderate Water,False,False,False,False,12.0,Yellowish White To Greenish Yellow,-,-,Terrestrial,Green,-,-,Moderate,-,-,None
Lavandula angustifolia 'Ellagance Purple',Lavender,8063,https://www.nparks.gov.sg/florafaunaweb/flora/8/0/8063,"Herbaceous Plant, Shrub",Full Sun,Little Water,True,False,False,False,0.36,"Blue, Purple",-,-,-,Silver / Grey,Silver / Grey,-,-,None,None,Fine
Lavandula angustifolia Mill.,English Lavender,6295,https://www.nparks.gov.sg/florafaunaweb/flora/6/2/6295,Shrub,Full Sun,Moderate Water,False,False,False,True,0.45,"Purple, Blue",-,-,Terrestrial,Silver / Grey,-,-,-,None,None,Fine
Lavandula 'Goodwin Creek',Goodwin Creek,5691,https://www.nparks.gov.sg/florafaunaweb/flora/5/6/5691,Shrub,Full Sun,Moderate Water,False,False,False,False,-,Purple,-,-,Terrestrial,Green,-,-,-,None,None,-
Lawsonia inermis,Henna Tree,2189,https://www.nparks.gov.sg/florafaunaweb/flora/2/1/2189,"Shrub, Tree",Full Sun,Little Water,True,False,False,True,2.5,"White, Cream / Off-White",Spines/Thorns - Stem/Branch,-,Terrestrial,Green,-,4.5 (Shrub & Groundcover - Dicot),Fast to Moderate,-,-,-
Lecanopteris crustacea Copel.,Ant Fern,7363,https://www.nparks.gov.sg/florafaunaweb/flora/7/3/7363,Epiphyte,Semi Shade,"Little Water, Occasional Misting",False,True,False,False,-,-,-,-,-,Green,-,-,-,None,None,-
Lecanopteris sinuosa (Wall. ex Hook.) Copel.,-,5616,https://www.nparks.gov.sg/florafaunaweb/flora/5/6/5616,Epiphyte,"Full Sun, Semi Shade","Little Water, Occasional Misting",False,True,False,False,0.5,-,-,-,"Terrestrial (Primary Rainforest, Secondary Rainforest, Monsoon Forest, Freshwater Swamp Forest, Disturbed Area / Open Ground)",Green,-,-,Moderate,None,None,Medium
Lecythis pisonis Cambess,Monkey Pot Tree,7553,https://www.nparks.gov.sg/florafaunaweb/flora/7/5/7553,Tree,Full Sun,Moderate Water,False,False,False,False,50.0,-,-,-,Terrestrial,-,Red,-,Moderate,-,-,None
Ledebouria socialis (Baker) Jessop,South African Scilla,6933,https://www.nparks.gov.sg/florafaunaweb/flora/6/9/6933,-,Semi Shade,Little Water,True,False,False,False,-,-,-,-,-,-,-,-,-,None,None,None
Leea angulata Korth. ex Miq.,Memali,4370,https://www.nparks.gov.sg/florafaunaweb/flora/4/3/4370,"Shrub, Tree","Full Sun, Semi Shade","Lots of Water, Moderate Water",False,True,False,False,15.0,"Green, White",-,"Bird-Attracting, Butterfly-Attracting","Terrestrial (Primary Rainforest, Mountain, Secondary Rainforest, Coastal Forest, Riverine, Grassland / Savannah/ Scrubland)",Green,-,-,Moderate,-,-,Coarse
Leea guineensis 'Burgundy',Red Tree-Vine,2190,https://www.nparks.gov.sg/florafaunaweb/flora/2/1/2190,Shrub,Semi Shade,Lots of Water,False,False,False,False,-,-,-,-,-,Red,-,4.5 (Shrub & Groundcover - Dicot),-,None,None,-
Leea guineensis G. Don,West Indian Holly,4371,https://www.nparks.gov.sg/florafaunaweb/flora/4/3/4371,Tree,Full Sun,Moderate Water,False,False,False,False,10.0,"Orange, Red",-,"Bird-Attracting, Butterfly-Attracting","Terrestrial (Primary Rainforest, Secondary Rainforest, Grassland / Savannah/ Scrubland)",Green,Red,-,Moderate,-,-,None
Leea indica (Burm.f.) Merr.,Bandicoot Berry,2191,https://www.nparks.gov.sg/florafaunaweb/flora/2/1/2191,"Shrub, Tree","Full Sun, Semi Shade",Moderate Water,False,True,False,False,15.0,"Green, Yellow / Golden",-,"Bird-Attracting (Fruits), Butterfly-Attracting (Flower Nectar), Bee-Attracting","Terrestrial (Primary Rainforest, Mountain, Secondary Rainforest, Monsoon Forest, Coastal Forest, Freshwater Swamp Forest, Grassland / Savannah/ Scrubland)",Green,-,4.5 (Shrub & Groundcover - Dicot),Moderate,-,-,Coarse
Leea macrophylla,-,5609,https://www.nparks.gov.sg/florafaunaweb/flora/5/6/5609,Shrub,"Full Sun, Semi Shade",Moderate Water,False,False,False,False,-,-,-,-,-,-,-,-,-,None,None,-
Leea rubra Blume,Mali-mali Puchok Merah,2192,https://www.nparks.gov.sg/florafaunaweb/flora/2/1/2192,Shrub,Full Sun,Moderate Water,False,True,False,False,3.0,"Red, White, Yellow / Golden",-,"Bird-Attracting (Fruits), Butterfly-Attracting (Flower Nectar), Bee-Attracting","Terrestrial (Secondary Rainforest, Monsoon Forest, Grassland / Savannah/ Scrubland, Primary Rainforest)","Green, Red",Red,4.5 (Shrub & Groundcover - Dicot),-,None,None,Coarse
Leea zippeliana,-,6631,https://www.nparks.gov.sg/florafaunaweb/flora/6/6/6631,Shrub,Semi Shade,Moderate Water,False,False,False,False,7.0,Yellow,-,-,Terrestrial,-,-,-,-,None,None,Medium
Legazpia polygonoides Benth. (Yamazaki),Kerak Nasi,2518,https://www.nparks.gov.sg/florafaunaweb/flora/2/5/2518,Shrub,"Full Sun, Semi Shade",Lots of Water,False,False,False,False,-,White,-,-,Terrestrial,Green,-,4.5 (Shrub & Groundcover - Dicot),-,None,None,Medium
Lemna minor L.,Duckweed,5686,https://www.nparks.gov.sg/florafaunaweb/flora/5/6/5686,-,"Full Sun, Semi Shade",Lots of Water,False,False,False,False,-,-,Invasive / Potentially Invasive,-,Aquatic (Freshwater Pond / Lake / River),-,-,-,Fast,None,None,None
Leonurus japonicus cultivars,-,8465,https://www.nparks.gov.sg/florafaunaweb/flora/8/4/8465,Shrub,Full Sun,Moderate Water,False,False,False,False,1.2,-,-,-,Terrestrial,Green,-,-,-,None,None,-
Leopoldinia piassaba Wallace,-,8872,https://www.nparks.gov.sg/florafaunaweb/flora/8/8/8872,Palm,"Full Sun, Semi Shade","Lots of Water, Moderate Water",False,False,False,False,-,-,-,-,-,-,-,-,Moderate,-,-,None
Lepironia articulata,-,4372,https://www.nparks.gov.sg/florafaunaweb/flora/4/3/4372,-,Full Sun,Lots of Water,False,True,False,False,2.0,"Black, Brown",-,-,Aquatic,-,-,-,-,None,None,None
Lepisanthes alata (Blume) Leenh.,Johore Tree,2996,https://www.nparks.gov.sg/florafaunaweb/flora/2/9/2996,Tree,Full Sun,Moderate Water,False,False,True,False,15,"Purple, Red",-,-,Terrestrial,Green,"Pink, Purple",3.0 (Tree - Intermediate Canopy),Moderate,-,-,None
Lepisanthes amoena (Hassk.) Leenh.,Kayu Mata Hari,2997,https://www.nparks.gov.sg/florafaunaweb/flora/2/9/2997,Tree,Full Sun,Moderate Water,False,False,False,False,10.0,"Yellow / Golden, White, Red",-,-,Terrestrial,Green,"Pink, Purple",3.0 (Tree - Intermediate Canopy),Moderate,-,-,None
Lepisanthes rubiginosa (Roxb.) Leenh.,Mertajam,3297,https://www.nparks.gov.sg/florafaunaweb/flora/3/2/3297,Tree,Full Sun,Moderate Water,False,True,False,True,16.0,"White, Yellow-White",-,-,Terrestrial,-,-,-,Moderate,-,-,None
Leptospermum madidum A.R. Bean subsp. sativum,Weeping Tea-Tree,2998,https://www.nparks.gov.sg/florafaunaweb/flora/2/9/2998,"Shrub, Tree",Full Sun,"Lots of Water, Moderate Water",True,False,False,True,4.0,White,-,-,Terrestrial (Riverine),Green,-,4.0 (Tree - Dense Canopy),Slow,"Peeling / Flaking / Papery, Smooth","Brownish-pink when fresh, aging to creamy-white upon air exposure.",Fine
Lespedeza bicolor,Ezo-Yama-Hagi,2194,https://www.nparks.gov.sg/florafaunaweb/flora/2/1/2194,Shrub,"Full Sun, Semi Shade",Moderate Water,True,False,False,False,1,"Pink, Purple",-,Butterfly-Attracting (Flower Nectar),Terrestrial,Green,Green,4.5 (Shrub & Groundcover - Dicot),-,None,None,Medium
Leucaena leucocephala (Lam.) de Wit,Lead Tree,3471,https://www.nparks.gov.sg/florafaunaweb/flora/3/4/3471,"Shrub, Tree",Full Sun,"Little Water, Moderate Water",True,False,True,False,6.0,White,"Invasive / Potentially Invasive, Low Crown / Clearance",Bird-Attracting,"Terrestrial (Secondary Rainforest, Coastal Forest, Riverine, Grassland / Savannah/ Scrubland, Disturbed Area / Open Ground)",Green,-,4.0 (Tree - Dense Canopy),Fast,Lenticellate,grey,Coarse
Leuconotis griffithii Hook.f.,Akar Gerip Putih,6283,https://www.nparks.gov.sg/florafaunaweb/flora/6/2/6283,Climber,"Full Sun, Semi Shade",Moderate Water,False,True,False,False,15.0,"Orange, Yellow / Golden",-,-,Terrestrial,-,Green,-,-,None,None,Medium
Leucophyllum frutescens,Barometer Bush,2195,https://www.nparks.gov.sg/florafaunaweb/flora/2/1/2195,Shrub,Full Sun,"Little Water, Moderate Water",True,False,False,True,2.4,"Pink, Purple",-,"Bird-Attracting, Bee-Attracting",Terrestrial (Coastal Forest),Silver / Grey,Silver / Grey,4.5 (Shrub & Groundcover - Dicot),Moderate,Smooth,Silver,Fine
Leucophyta brownii Cass.,Cushion Bush,1773,https://www.nparks.gov.sg/florafaunaweb/flora/1/7/1773,Shrub,Full Sun,Little Water,True,False,False,False,1.2,"Green, Yellow / Golden",-,-,Terrestrial (Coastal Forest),"Silver / Grey, White",-,4.5 (Shrub & Groundcover - Dicot),Moderate,Scaly,Greyish-white,Fine
Leuenbergeria bleo (Kunth) Lodé,Rose Cactus,2324,https://www.nparks.gov.sg/florafaunaweb/flora/2/3/2324,Shrub,"Full Sun, Semi Shade",Moderate Water,False,False,False,False,4.0,"Orange, Red",Spines/Thorns - Stem/Branch,-,Terrestrial,Green - Light Green,-,4.5 (Shrub & Groundcover - Dicot),-,None,None,Coarse
Leuenbergeria portulacifolia (L.) Lodé,Pink Rose Cactus,8006,https://www.nparks.gov.sg/florafaunaweb/flora/8/0/8006,Shrub,Full Sun,Moderate Water,False,False,False,False,-,Pink,Spines/Thorns - Stem/Branch,-,Terrestrial,Green,-,-,-,None,None,-
Libidibia coriaria (Jacq.) Schltdl.,Divi-divi,2766,https://www.nparks.gov.sg/florafaunaweb/flora/2/7/2766,Tree,Full Sun,Moderate Water,False,False,False,True,10.0,Cream / Off-White,-,-,Terrestrial,Green,-,3.0 (Tree - Intermediate Canopy),Moderate,-,-,None
Libidibia ferrea (Mart. ex Tul.) L. P. Queiroz,Leopard Tree,2767,https://www.nparks.gov.sg/florafaunaweb/flora/2/7/2767,Tree,Full Sun,Moderate Water,True,False,False,True,20.0,Yellow / Golden,-,-,Terrestrial,Green,-,3.0 (Tree - Intermediate Canopy),Fast to Moderate,"Smooth, Peeling / Flaking / Papery",-,None
Licuala bintuluensis,Biru,2639,https://www.nparks.gov.sg/florafaunaweb/flora/2/6/2639,Palm,Full Sun,Moderate Water,False,False,False,False,-,-,-,-,-,Green,-,2.5 (Palm - Solitary),Moderate,-,-,None
Licuala cabalionii Dowe,-,5546,https://www.nparks.gov.sg/florafaunaweb/flora/5/5/5546,Palm,Semi Shade,Moderate Water,False,False,False,False,5.0,-,-,-,Terrestrial,Green,-,-,Moderate,-,-,None
Licuala cordata,-,2640,https://www.nparks.gov.sg/florafaunaweb/flora/2/6/2640,Palm,Semi Shade,Moderate Water,False,False,False,False,-,-,-,-,-,Green,-,2.5 (Palm - Solitary),Moderate,-,-,None
Licuala exigua Saw,-,8814,https://www.nparks.gov.sg/florafaunaweb/flora/8/8/8814,Palm,Semi Shade,Moderate Water,False,False,False,False,0.6,-,-,-,Terrestrial,-,-,-,Moderate,-,-,None
Licuala ferruginea Becc.,Fan Palm,2641,https://www.nparks.gov.sg/florafaunaweb/flora/2/6/2641,Palm,"Full Shade, Semi Shade",Moderate Water,False,True,False,False,5.0,Red,Spines/Thorns - Leaf,Bird-Attracting (Fruits),"Terrestrial (Primary Rainforest, Freshwater Swamp Forest)",Green,-,2.5 (Palm - Solitary),Moderate,-,-,None
Licuala fordiana Becc.,-,8815,https://www.nparks.gov.sg/florafaunaweb/flora/8/8/8815,Palm,Semi Shade,Moderate Water,False,False,False,False,1.0,-,-,-,Terrestrial,-,-,-,Moderate,-,-,None
Licuala grandis,Grosse Licuala Palm,5102,https://www.nparks.gov.sg/florafaunaweb/flora/5/1/5102,Palm,"Full Shade, Semi Shade",Moderate Water,False,False,False,False,-,White,-,-,"Terrestrial (Primary Rainforest, Secondary Rainforest)",Green,-,2.5 (Palm - Solitary),Slow,-,-,None
Licuala longipes,-,8392,https://www.nparks.gov.sg/florafaunaweb/flora/8/3/8392,Palm,Semi Shade,Moderate Water,False,False,False,False,-,-,-,-,-,-,-,-,Moderate,-,-,None
Licuala mattanensis Becc. 'Mapu',Paradise Palm,2643,https://www.nparks.gov.sg/florafaunaweb/flora/2/6/2643,Palm,Semi Shade,Moderate Water,False,False,False,False,0.9,"Cream / Off-White, Yellow / Golden",-,-,Terrestrial (Primary Rainforest),"Green, Yellow / Golden",-,2.5 (Palm - Solitary),Slow,-,-,None
Licuala orbicularis,Daun Nisang,5103,https://www.nparks.gov.sg/florafaunaweb/flora/5/1/5103,Palm,"Full Shade, Semi Shade",Moderate Water,False,False,False,False,-,-,-,-,"Terrestrial (Primary Rainforest, Secondary Rainforest)",Green,-,2.5 (Palm - Solitary),Slow,-,-,None
Licuala peltata,-,2645,https://www.nparks.gov.sg/florafaunaweb/flora/2/6/2645,Palm,Full Sun,Moderate Water,False,False,False,False,-,-,-,-,-,Green,-,2.5 (Palm - Solitary),Moderate,-,-,None
Licuala ramsayi,Native Fan Palm,2646,https://www.nparks.gov.sg/florafaunaweb/flora/2/6/2646,Palm,Full Sun,Moderate Water,False,False,False,False,-,-,-,-,-,Green,-,2.5 (Palm - Solitary),Moderate,-,-,None
Licuala ruthiae Saw,-,8816,https://www.nparks.gov.sg/florafaunaweb/flora/8/8/8816,Palm,Semi Shade,Moderate Water,False,False,False,False,-,-,-,-,Terrestrial,-,-,-,Moderate,-,-,None
Licuala sallehana Saw,-,8817,https://www.nparks.gov.sg/florafaunaweb/flora/8/8/8817,Palm,Semi Shade,Moderate Water,False,False,False,False,-,-,-,-,Terrestrial,-,-,-,Moderate,-,-,None
Licuala spinosa,Palas,5129,https://www.nparks.gov.sg/florafaunaweb/flora/5/1/5129,Palm,"Full Shade, Full Sun, Semi Shade","Lots of Water, Moderate Water",False,True,False,False,-,White,-,-,Terrestrial,Green,-,4.0 (Palm - Cluster),Slow,-,-,None
Licuala triphylla Griff.,-,4380,https://www.nparks.gov.sg/florafaunaweb/flora/4/3/4380,Palm,"Full Shade, Semi Shade",Moderate Water,False,True,False,False,1.0,-,-,Bird-Attracting (Fruits),Terrestrial (Primary Rainforest),-,-,-,Moderate,-,-,None
Licuala valida Becc.,-,8818,https://www.nparks.gov.sg/florafaunaweb/flora/8/8/8818,Palm,Semi Shade,Moderate Water,False,False,False,False,4.0,-,-,-,Terrestrial,-,-,-,Moderate,-,-,None
Ligustrum 'Lemon Lime and Clippers',Chinese Privet cultivar,4044,https://www.nparks.gov.sg/florafaunaweb/flora/4/0/4044,Shrub,Full Sun,Moderate Water,False,False,False,False,2.0,White,-,-,-,"Green, Yellow / Golden",-,-,-,None,Reddish brown,Coarse
Limacia scandens,-,6777,https://www.nparks.gov.sg/florafaunaweb/flora/6/7/6777,Climber,"Full Sun, Semi Shade",Moderate Water,False,True,False,False,-,-,-,-,Terrestrial,-,-,-,-,None,None,-
Limahlania crenulata (Maingay ex C.B.Clarke) K.M.Wong & Sugumaran,Cabbage-tree,2894,https://www.nparks.gov.sg/florafaunaweb/flora/2/8/2894,Tree,Full Sun,Moderate Water,False,True,False,False,20,Creamy Yellow,-,-,-,Green,-,3.0 (Tree - Intermediate Canopy),Moderate,-,-,None
Limnocharis flava (L.) Buchenau,Sawah Lettuce,2196,https://www.nparks.gov.sg/florafaunaweb/flora/2/1/2196,Herbaceous Plant,"Full Sun, Semi Shade",Lots of Water,False,False,True,False,-,Yellow / Golden,-,-,-,"Green, Yellow / Golden",-,-,-,None,None,-
Limnophila aromatica (Lam.) Merr.,Rice Paddy Herb,5657,https://www.nparks.gov.sg/florafaunaweb/flora/5/6/5657,-,"Full Sun, Semi Shade",Lots of Water,False,False,False,False,0.5,Purple,-,-,Aquatic (Freshwater Pond / Lake / River),Green,-,-,-,None,None,None
Limonia acidissima,Thanakha Tree,6381,https://www.nparks.gov.sg/florafaunaweb/flora/6/3/6381,Tree,"Full Sun, Semi Shade",Moderate Water,True,False,False,False,20.0,"Cream / Off-White, Red, Yellow / Golden","Spines/Thorns - Stem/Branch, Large Heavy Fruits",-,"Terrestrial (Monsoon Forest, Grassland / Savannah/ Scrubland)",Green,Green - Light Green,-,Moderate,-,-,None
Lindernia antipoda (L.) Alston,Sparrow False Pimpernel,6983,https://www.nparks.gov.sg/florafaunaweb/flora/6/9/6983,Herbaceous Plant,Full Sun,Lots of Water,False,False,False,False,-,"Purple, White",-,-,Terrestrial,Green,-,-,-,None,None,Medium
Lindernia crustacea,Malaysian False Pimpernel,3704,https://www.nparks.gov.sg/florafaunaweb/flora/3/7/3704,Shrub,Full Sun,Lots of Water,False,False,False,False,0.2,"Purple, White",-,-,Terrestrial (Disturbed Area / Open Ground),Green,-,-,-,None,None,Medium
Lindernia rotundifolia (L.) Alston,-,6648,https://www.nparks.gov.sg/florafaunaweb/flora/6/6/6648,-,"Full Sun, Semi Shade",Lots of Water,False,False,False,False,0.2,"Blue, Purple, White",-,-,-,Green - Light Green,-,-,Fast,None,None,None
Lindsaea ensifolia Sw.,-,8713,https://www.nparks.gov.sg/florafaunaweb/flora/8/7/8713,Herbaceous Plant,"Full Sun, Semi Shade","Lots of Water, Moderate Water",False,True,False,False,0.5,-,-,-,"Terrestrial (Freshwater Swamp Forest, Primary Rainforest, Secondary Rainforest, Disturbed Area / Open Ground)",-,-,-,Moderate,None,None,Medium
Lindsaea repens s.l.,Creeping Necklace Fern,6711,https://www.nparks.gov.sg/florafaunaweb/flora/6/7/6711,Herbaceous Plant,Semi Shade,Moderate Water,False,False,False,False,-,-,-,-,Terrestrial,Green,-,-,Fast to Moderate,None,None,Fine
Liparis barbata Lindl.,须唇羊耳蒜,5011,https://www.nparks.gov.sg/florafaunaweb/flora/5/0/5011,Herbaceous Plant,"Full Shade, Semi Shade",Moderate Water,False,True,False,False,0.3,Greenish White,-,-,Terrestrial (Freshwater Swamp Forest),Green - Light Green,-,-,-,None,None,Medium
Liparis ferruginea Lindl.,Bog Orchid,2197,https://www.nparks.gov.sg/florafaunaweb/flora/2/1/2197,Shrub,Full Sun,Lots of Water,False,True,False,False,-,-,-,-,"Terrestrial (Riverine, Grassland / Savannah/ Scrubland, Disturbed Area / Open Ground)",Green,-,3.5 (Shrub & Groundcover - Monocot),Moderate,None,None,Fine
Liparis lacerata Ridl.,-,6440,https://www.nparks.gov.sg/florafaunaweb/flora/6/4/6440,Epiphyte,Semi Shade,Moderate Water,False,False,False,False,-,Orange,-,-,Terrestrial,Green,-,-,-,None,None,Medium
Lippia dulcis Trevir.,Aztec Sweet Herb,8693,https://www.nparks.gov.sg/florafaunaweb/flora/8/6/8693,"Creeper, Herbaceous Plant","Full Sun, Semi Shade",Moderate Water,True,False,False,True,0.3,White,-,-,Terrestrial,Green,-,-,Fast to Moderate,None,None,Coarse
Liriope muscari,Lilyturf,2198,https://www.nparks.gov.sg/florafaunaweb/flora/2/1/2198,Shrub,Semi Shade,Moderate Water,False,False,False,False,-,Purple,-,-,-,Green,-,3.5 (Shrub & Groundcover - Monocot),-,None,None,-
Litchi chinensis Sonn.,Lychee,3290,https://www.nparks.gov.sg/florafaunaweb/flora/3/2/3290,Tree,Full Sun,Moderate Water,False,False,True,False,10.0,Cream / Off-White,-,-,Terrestrial,Green,-,-,Moderate,-,-,None
